name,overall_runs,overall_innings,overall_balls,strike_rate,overall_notout,overall_average,zeros,thirties,fifties,centries,home_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate,away_innings,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s
Shadab Khan,97,9,81,119.75308641975307,2,13.857142857142858,2,1,0,0,2.0,6.0,0.0,3.0,8.0,75.0,1.0,0.0,0.0,0.0,9.0,97.0,2.0,1.0,0.0,0.0,2.0,13.857142857142858,81.0,119.75308641975309,7.0,91.0,2.0,18.2,73.0,124.65753424657534,1.0,1.0,0.0,0.0
N Madziva,28,3,30,93.33333333333331,1,14.0,0,0,0,0,,,,,,,,,,,3.0,28.0,0.0,0.0,0.0,0.0,1.0,14.0,30.0,93.33333333333333,3.0,28.0,1.0,14.0,30.0,93.33333333333333,0.0,0.0,0.0,0.0
Najibullah Zadran,349,16,261,133.71647509578543,8,43.625,2,2,2,0,,,,,,,,,,,10.0,217.0,2.0,1.0,1.0,0.0,5.0,43.4,165.0,131.5151515151515,16.0,349.0,8.0,43.625,261.0,133.71647509578543,2.0,2.0,2.0,0.0
PR Stirling,943,26,666,141.5915915915916,2,39.29166666666666,2,1,10,0,2.0,83.0,1.0,83.0,38.0,218.42105263157896,1.0,0.0,1.0,0.0,10.0,318.0,1.0,0.0,3.0,0.0,1.0,35.333333333333336,218.0,145.87155963302752,24.0,860.0,1.0,37.391304347826086,628.0,136.94267515923568,1.0,1.0,9.0,0.0
Nizakat Khan,335,19,272,123.16176470588236,0,17.63157894736842,2,5,0,0,,,,,,,,,,,10.0,153.0,2.0,2.0,0.0,0.0,0.0,15.3,114.0,134.21052631578948,19.0,335.0,0.0,17.63157894736842,272.0,123.16176470588235,2.0,5.0,0.0,0.0
Ahmed Shehzad,17,2,29,58.62068965517241,0,8.5,0,0,0,0,2.0,17.0,0.0,8.5,29.0,58.62068965517241,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,8.5,29.0,58.62068965517241,,,,,,,,,,
AJ Turner,31,4,36,86.11111111111111,3,31.0,1,0,0,0,3.0,31.0,3.0,0.0,31.0,100.0,0.0,0.0,0.0,0.0,4.0,31.0,1.0,0.0,0.0,0.0,3.0,31.0,36.0,86.11111111111111,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
W Barresi,35,4,49,71.42857142857143,1,11.666666666666666,0,0,0,0,2.0,12.0,0.0,6.0,22.0,54.54545454545455,0.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0,0.0,0.0,1.0,11.666666666666666,49.0,71.42857142857143,2.0,23.0,1.0,23.0,27.0,85.18518518518519,0.0,0.0,0.0,0.0
AL Phehlukwayo,60,10,55,109.0909090909091,2,7.5,3,0,0,0,7.0,38.0,1.0,6.333333333333333,38.0,100.0,2.0,0.0,0.0,0.0,10.0,60.0,3.0,0.0,0.0,0.0,2.0,7.5,55.0,109.0909090909091,3.0,22.0,1.0,11.0,17.0,129.41176470588235,1.0,0.0,0.0,0.0
Gulbadin Naib,63,8,54,116.66666666666669,3,12.6,1,0,0,0,,,,,,,,,,,8.0,63.0,1.0,0.0,0.0,0.0,3.0,12.6,54.0,116.66666666666667,8.0,63.0,3.0,12.6,54.0,116.66666666666667,1.0,0.0,0.0,0.0
Mohammad Nawaz (3),21,3,17,123.52941176470588,2,21.0,1,0,0,0,3.0,21.0,2.0,21.0,17.0,123.52941176470588,1.0,0.0,0.0,0.0,3.0,21.0,1.0,0.0,0.0,0.0,2.0,21.0,17.0,123.52941176470588,,,,,,,,,,
Sikander Zulfiqar,27,3,27,100.0,0,9.0,0,0,0,0,2.0,23.0,0.0,11.5,24.0,95.83333333333333,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,100.0,1.0,4.0,0.0,4.0,3.0,133.33333333333334,0.0,0.0,0.0,0.0
Shoaib Malik,145,5,112,129.46428571428572,1,36.25,0,1,1,0,1.0,58.0,1.0,0.0,46.0,126.08695652173913,0.0,0.0,1.0,0.0,5.0,145.0,0.0,1.0,1.0,0.0,1.0,36.25,112.0,129.46428571428572,4.0,87.0,0.0,21.75,66.0,131.8181818181818,0.0,1.0,0.0,0.0
MD Shanaka,154,13,154,100.0,2,14.0,1,1,0,0,5.0,57.0,1.0,14.25,55.0,103.63636363636364,1.0,1.0,0.0,0.0,10.0,130.0,0.0,1.0,0.0,0.0,2.0,16.25,136.0,95.58823529411765,8.0,97.0,1.0,13.857142857142858,99.0,97.97979797979798,0.0,0.0,0.0,0.0
AJ Finch,683,21,493,138.5395537525355,3,37.94444444444444,3,8,5,0,7.0,242.0,2.0,48.4,160.0,151.25,1.0,3.0,2.0,0.0,10.0,357.0,1.0,5.0,2.0,0.0,1.0,39.666666666666664,271.0,131.73431734317344,14.0,441.0,1.0,33.92307692307692,333.0,132.43243243243242,2.0,5.0,3.0,0.0
MA Starc,12,4,8,150.0,3,12.0,0,0,0,0,1.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,3.0,12.0,8.0,150.0,3.0,11.0,3.0,0.0,6.0,183.33333333333334,0.0,0.0,0.0,0.0
IA Karim,225,8,218,103.21100917431193,2,37.5,0,0,2,0,,,,,,,,,,,8.0,225.0,0.0,0.0,2.0,0.0,2.0,37.5,218.0,103.21100917431193,8.0,225.0,2.0,37.5,218.0,103.21100917431193,0.0,0.0,2.0,0.0
N Pradeep,10,2,9,111.11111111111111,2,inf,0,0,0,0,,,,,,,,,,,2.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,111.11111111111111,2.0,10.0,2.0,0.0,9.0,111.11111111111111,0.0,0.0,0.0,0.0
CD Wallace,49,4,38,128.94736842105263,1,16.333333333333332,1,0,0,0,,,,,,,,,,,4.0,49.0,1.0,0.0,0.0,0.0,1.0,16.333333333333332,38.0,128.94736842105263,4.0,49.0,1.0,16.333333333333332,38.0,128.94736842105263,1.0,0.0,0.0,0.0
KOK Williams,13,1,8,162.5,1,inf,0,0,0,0,,,,,,,,,,,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,162.5,1.0,13.0,1.0,0.0,8.0,162.5,0.0,0.0,0.0,0.0
BR McDermott,26,2,29,89.65517241379311,0,13.0,0,0,0,0,2.0,26.0,0.0,13.0,29.0,89.65517241379311,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,89.65517241379311,,,,,,,,,,
MS Wade,287,12,209,137.32057416267943,0,23.916666666666668,0,1,2,0,3.0,145.0,0.0,48.333333333333336,101.0,143.56435643564356,0.0,0.0,2.0,0.0,10.0,268.0,0.0,1.0,2.0,0.0,0.0,26.8,195.0,137.43589743589743,9.0,142.0,0.0,15.777777777777779,108.0,131.4814814814815,0.0,1.0,0.0,0.0
PA van Meekeren,6,3,12,50.0,1,3.0,1,0,0,0,,,,,,,,,,,3.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,12.0,50.0,3.0,6.0,1.0,3.0,12.0,50.0,1.0,0.0,0.0,0.0
S Vesawkar,111,6,104,106.73076923076924,3,37.0,0,2,0,0,,,,,,,,,,,6.0,111.0,0.0,2.0,0.0,0.0,3.0,37.0,104.0,106.73076923076923,6.0,111.0,3.0,37.0,104.0,106.73076923076923,0.0,2.0,0.0,0.0
